Song,Artist,Song Popularity,Danceability,Energy,Tempo,Speechiness,Artist Genres,Artist Popularity,Artist uri,Song uri,Song Duration
Time Bend,GorillaT,26,0.75,0.893,139.978,0.13,[],31,3zcOegUrWqti1S0lu4juJz,7nAxRZvRwNrspqJqmDCxxq,180000
Woke Up in Love,Gryffin,66,0.649,0.586,106.031,0.0385,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,07QIetdCyAEox3Q5qqJT43,180000
Desire - Gryffin Remix,Gryffin,64,0.543,0.876,122.058,0.0512,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,6JzCO4ZzxAXhY86vTcqM1Q,180000
Tie Me Down (with Elley Duhé),Gryffin,63,0.608,0.845,98.976,0.0597,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,2zh01m4PiHaZz4BAm0NRxs,180000
Feel Good (feat. Daya),Gryffin,66,0.625,0.707,138.064,0.0337,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,0Ev562zA4pmUsBqjxsxxdx,180000
Body Back (feat. Maia Wright),Gryffin,60,0.687,0.832,123.036,0.0366,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,57DJaoHdeeRrg7MWthNnee,180000
All You Need To Know (feat. Calle Lehmann),Gryffin,60,0.53,0.729,139.929,0.0376,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,4TIkSdsNSfqpuq6ZYvCjAz,180000
Nobody Compares To You (feat. Katie Pearlman),Gryffin,62,0.59,0.764,104.911,0.0467,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,17ejRbr6B8l9zdqgCZsn4m,180000
Need Your Love (with Noah Kahan),Gryffin,60,0.581,0.76,104.099,0.0406,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,1vsQb8n0icvMsFnL9663LM,180000
You Were Loved (with OneRepublic),Gryffin,48,0.635,0.7,123.982,0.0455,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,5gzZnru34wdecgMUQR2UO0,180000
Forever (feat. Elley Duhé),Gryffin,56,0.555,0.779,137.984,0.0416,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,14dLEccPdsIvZdaMfimZEt,180000
Marianela (Que Pasa),HUGEL,74,0.828,0.893,124.043,0.0496,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,5bZjb7xKqLqa58QiUBcVvl,180000
Morenita,HUGEL,72,0.639,0.769,123.983,0.0383,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,0pIiCv0GdhtsOjCJ5Y7zHj,180000
Bella ciao - Hugel Remix,HUGEL,46,0.842,0.488,126.019,0.0844,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,17qFsPbpSkxI5AjYqUpTat,180000
Aguila (feat. Cumbiafrica),HUGEL,57,0.812,0.818,125.0,0.0439,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,1TAWywmhj68rLpor3w8J0X,180000
Look Into My Eyes - HUGEL & Hugo Cantarra Remix,HUGEL,66,0.386,0.779,122.982,0.032,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,5FBECRYCixAndmFeYn95Is,180000
WTF (feat. Amber Van Day),HUGEL,66,0.808,0.737,123.985,0.0526,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,0gn93i7HJt0calph67R5Wu,180000
Breaking Me - HUGEL Remix,HUGEL,64,0.85,0.585,126.0,0.0488,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,0XX5PxqMoXAPxBZ0qYqSwI,180000
Mamma Mia (feat. Amber Van Day),HUGEL,63,0.833,0.826,125.885,0.203,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,5pqH6aEfTKoFCr7IE6urm3,180000
El Sueno,HUGEL,61,0.701,0.879,126.007,0.0763,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,4DndSKZKWXbbBxi5lO4QUP,180000
Pa Lante,HUGEL,48,0.893,0.978,125.988,0.174,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,4BbgaqfPNjhW2gy6dSpsKG,180000
BANG YOUR HEAD,Hairitage,51,0.589,0.996,150.07,0.319,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,4G8kDpgyrmgDiILzPIUnpe,180000
40 Cal,Hairitage,55,0.613,0.933,75.005,0.297,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,0EB5fgdGQXZOiOMdRhKeCZ,180000
Cheatcode,Hairitage,51,0.467,0.934,149.967,0.0588,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,1XYCWk1IBt0qA8BaQPV0VM,180000
Mindstate,Hairitage,40,0.474,0.971,149.807,0.173,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,65ohsa1Gru079oHFbnqUoh,180000
Hustle,Hairitage,44,0.422,0.994,149.888,0.124,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,64e18c1c1QPwUi2EBWaYZx,180000
Scandalous (feat. Tinashe) - Hairitage Remix,Hairitage,43,0.65,0.938,140.026,0.108,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,379Fu2Nty6Yg9oOeSnpIik,180000
Resistance,Hairitage,43,0.524,0.922,75.031,0.11,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,46Eg3aa1RZttnZ3sd4u3fd,180000
The Uncrowned King,Hairitage,40,0.605,0.984,149.861,0.0906,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,6S0HcckkiDavLekQGotRSM,180000
The Traveler,Hairitage,38,0.599,0.96,149.987,0.053,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,3WMVtc62GJK51VQLzyZCBa,180000
Hypnosis,Hairitage,38,0.479,0.988,150.103,0.179,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,2IbHh1QadQ45tKXwD2Ihqd,180000
365 (Thr33 6ix 5ive),HoneyLuv,59,0.788,0.96,123.99,0.0499,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,5Q4MxA344M8VyFieIC4YTk,180000
Bring It Back,HoneyLuv,48,0.749,0.931,127.988,0.0453,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,1ZGiu67oe3wt3t6Lqoegqm,180000
Sway (feat. Dope Earth Alien),HoneyLuv,48,0.836,0.878,126.014,0.0472,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,0KgDKuaHnbZOzz8adnnfxd,180000
Move Your Body (feat. Moxie Knox),HoneyLuv,47,0.763,0.688,125.0,0.0429,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,2QUjCgRuF6grKzr4mINjs8,180000
Sex & The City - MK Remix,HoneyLuv,44,0.798,0.9,132.0,0.0644,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,3DtxjODCIa3IsMYlIpmbWt,180000
Let's Get Sexy,HoneyLuv,42,0.807,0.691,124.989,0.076,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,3cC0Sjo7Ic6nrdZf80scPc,180000
Your Tongue,HoneyLuv,42,0.693,0.968,127.057,0.0913,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,6uGNhZyjr139uPQIFQCVP2,180000
Sex & The City - Edit,HoneyLuv,33,0.734,0.9,126.034,0.0673,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,3ogW5oIkp4g84brSFNgrfL,180000
365 (Thr33 6ix 5ive) - Harry Romero Remix,HoneyLuv,27,0.737,0.909,123.987,0.0432,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,4mQMP0RQERgd5mh5AHKO2v,180000
Paradise,HoneyLuv,27,0.802,0.644,124.022,0.0476,['tech house'],41,1sl3gVNz3Nxd4poA8f76sl,6S8QooXikGI3RqJcarCcrY,180000
This Feeling,Insomniac Records,4,0.696,0.685,124.985,0.0376,[],3,51xR0dvqUomzb5eY6dvT4M,64WXT8CYkX40lljhiJf36y,180000
Sete,Insomniac Records,3,0.736,0.827,125.008,0.0643,[],3,51xR0dvqUomzb5eY6dvT4M,303h5bqbPO86Gd4UJMO3hl,180000
See In Color,Insomniac Records,3,0.767,0.862,127.028,0.0435,[],3,51xR0dvqUomzb5eY6dvT4M,64en1uOesl3s9TheXhXPR0,180000
Lightning To Strike (feat. Nathan Nicholson),Insomniac Records,10,0.648,0.843,124.996,0.033,[],3,51xR0dvqUomzb5eY6dvT4M,7kLBINQgwevdub0UGN3Hme,180000
Locco,Insomniac Records,3,0.956,0.861,125.93,0.206,[],3,51xR0dvqUomzb5eY6dvT4M,1BWtYrnd0QvNKcSlDhXbXl,180000
Tamo Loco,Insomniac Records,5,0.749,0.968,124.004,0.0718,[],3,51xR0dvqUomzb5eY6dvT4M,1ocC22OUdhhhUpSEU2d6YE,180000
Togetherness (feat. hermixalot),Insomniac Records,6,0.712,0.869,126.013,0.0786,[],3,51xR0dvqUomzb5eY6dvT4M,1KLBircwosICsv5Wuho29K,180000
"1, 2 Step (Supersonic)",Insomniac Records,3,0.856,0.851,124.99,0.0699,[],3,51xR0dvqUomzb5eY6dvT4M,3dl6eNuJdIRbDrtwjO2ENG,180000
Se Va (feat. Cumbiafrica),Insomniac Records,2,0.814,0.88,125.994,0.146,[],3,51xR0dvqUomzb5eY6dvT4M,5u0lOHJuox9W5PoJgB5hCk,180000
Papi,Insomniac Records,1,0.683,0.898,130.002,0.054,[],3,51xR0dvqUomzb5eY6dvT4M,2VWVOb0odhLIuqPMyHjmUa,180000
Ferrari,James Hype,83,0.847,0.69,125.004,0.0493,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,4zN21mbAuaD0WqtmaTZZeP,180000
Drums (Feat. Kim Petras),James Hype,73,0.803,0.834,128.008,0.0366,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,4AFlChQQJbB1MOCgOiiyYc,180000
Lose Control,James Hype,72,0.714,0.936,128.011,0.0426,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,3DLWVhaowApIGw1JnJj6GS,180000
You Give Me A Feeling,James Hype,71,0.761,0.867,126.03,0.0499,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,2qRKTg13LJGHO4fmQTWT7x,180000
Number 1,James Hype,67,0.707,0.969,129.984,0.0882,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,5HadIAY3Oray8VKuv3shgQ,180000
Ferrari - Oliver Heldens Remix,James Hype,66,0.73,0.903,124.957,0.0427,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,0oCNRAmwLo4zHDpCKpjQtI,180000
Ferrari - Remix,James Hype,66,0.818,0.728,124.974,0.0724,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,3XucsgiwXb8KPn9Csf9Zmu,180000
More Than Friends,James Hype,64,0.81,0.885,122.985,0.108,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,53SnCRcGrB2UCqNGyYZhJD,180000
Disconnected,James Hype,62,0.842,0.811,125.995,0.109,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,3MK2rvp7XjarzRKFrPGMOb,180000
Dancing,James Hype,57,0.74,0.877,125.033,0.0497,"['deep groove house', 'house', 'pop dance', 'uk dance']",67,43BxCL6t4c73BQnIJtry5v,7xbBNB9bivza5vrYfnZJYg,180000
Lose My Mind,Jamie Jones,69,0.646,0.898,124.002,0.0358,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,5cJZzpcqdwkUvD2f88wcgS,180000
Enough to Believe - Jamie Jones Remix,Jamie Jones,60,0.698,0.831,123.988,0.0373,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,4LtVrrqpn48l4Iq7KIshmi,180000
My Paradise - Vintage Culture Remix,Jamie Jones,60,0.683,0.892,128.008,0.0563,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,4l1k3bK6OGwfRqbW5HiyT3,180000
My Paradise,Jamie Jones,59,0.749,0.74,128.012,0.0313,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,5erkBzi1uzfVzRotIEDevu,180000
Hungry For The Power - Jamie Jones Ridge Street Remix,Jamie Jones,46,0.867,0.658,124.027,0.0676,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,0fhsLuoWjfqGIg9ucb3Jab,180000
Got Time For Me (with Channel Tres),Jamie Jones,56,0.734,0.726,122.025,0.0946,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,3YQNUCe3btF2wUQpzfaodu,180000
Pliva,Jamie Jones,50,0.667,0.886,123.007,0.0516,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,5tfqO6elC42ZwXfIN1aSDk,180000
Latch - Jamie Jones Remix,Jamie Jones,47,0.823,0.422,122.973,0.109,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,10t1YEsB5PvCG9Vbz12E1E,180000
Lose My Mind - LF System Remix,Jamie Jones,46,0.569,0.897,127.965,0.0378,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,6fjUv9Hv9r6I8fSJWcb7Nh,180000
Rushing,Jamie Jones,45,0.798,0.863,127.998,0.0612,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",53,4admDxmnri5Zco0xYrJ0ji,6qNJr9UJ6chKeJV7ritcEz,180000
Burn Up The Floor,Jantsen,49,0.524,0.994,173.993,0.386,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,5nz3dwffS8W2WDWRa9SgfR,180000
It's About To Get Hectic (feat. Born I),Jantsen,44,0.586,0.953,87.999,0.0503,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,3oFD49LOJdWfgKUtaSbMJr,180000
Full Circle,Jantsen,40,0.558,0.932,180.068,0.222,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,0oeSHt8QrW3olWPkFO4WbG,180000
Gummy Worm - Dirt Monkey x Jantsen Remix,Jantsen,39,0.536,0.94,75.024,0.419,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,5GtUkYKZnvBfW5FwOzYEom,180000
Jiggle,Jantsen,39,0.607,0.991,87.977,0.118,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,3yxCWsMkhttpZ9PE5xyUap,180000
"Lost in the Crowd (feat. Fashawn, Zion I)",Jantsen,38,0.659,0.941,140.018,0.0434,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,0MF391cptMRWJwkIynqf5V,180000
Heavyweight Sound (feat. RD),Jantsen,37,0.596,0.872,150.02,0.0485,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,3BE95i1ufWMoMJwpwDtkTo,180000
Get Crazy,Jantsen,36,0.551,0.985,149.975,0.164,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,0oxEJNSzpiknfwbIekLdPo,180000
Nasty,Jantsen,34,0.622,0.993,139.898,0.3,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,3i6pfNO1Jt4ApUfZqjyN0K,180000
Bring It Back ft. Yaysh,Jantsen,33,0.733,0.951,140.012,0.142,"['brostep', 'dubstep', 'filthstep', 'glitch hop']",36,6rhTnHtyVcRrtuzS1wnLZg,4SqBAfDaxlUQzah14k8HoB,180000
Buy Dirt,Jordan Davis,83,0.586,0.559,177.945,0.05,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,69AIpwGNLxr4qS1X5ynx60,180000
Next Thing You Know,Jordan Davis,78,0.549,0.608,78.534,0.0481,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,39OclE5hZematADrdfaWvE,180000
What My World Spins Around,Jordan Davis,77,0.686,0.733,124.882,0.0401,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,6vjZxvzdAeHp7jv3R398Xm,180000
Tucson Too Late,Jordan Davis,74,0.661,0.707,105.917,0.0285,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,2hNQDbZcN3vqRAuwiz7poI,180000
Take It From Me,Jordan Davis,73,0.592,0.891,99.983,0.0512,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,3dCZm5HrG0jIXAHfNkg2H0,180000
Slow Dance In A Parking Lot,Jordan Davis,73,0.523,0.837,82.006,0.0335,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,6MBUUSIWCzaXW4q58Ktrv9,180000
Singles You Up,Jordan Davis,72,0.491,0.907,199.943,0.0481,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,4LiMQ6G9n84rDUBs9wtwz6,180000
Almost Maybes,Jordan Davis,68,0.476,0.864,180.316,0.0946,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,1BVzLiBS3MWmXzqcxBFJDt,180000
Drink Had Me,Jordan Davis,66,0.699,0.642,94.974,0.0319,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,4KOEQ1VPa1Ri5PWT1h84jt,180000
A Little Lime,Jordan Davis,64,0.659,0.846,92.011,0.0401,['contemporary country'],71,77kULmXAQ6vWer7IIHdGzI,3vfBA0Q342toaXalxwPvOo,180000
My Humps,Joshwa,65,0.862,0.79,129.005,0.0672,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,3BbD2sqk7P7Rc9V0KF9o4s,180000
Magalenha,Joshwa,58,0.779,0.857,128.012,0.0706,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,67UgMiTgtwjGFoiACzup1g,180000
Papi,Joshwa,49,0.683,0.898,130.002,0.054,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,3DqIRoiGahyDGlUYuoY4l8,180000
Asking (feat. Clementine Douglas) - Joshwa Remix,Joshwa,46,0.793,0.882,130.009,0.0596,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,3ouJdNXRk1JFjXGu11Q5BR,180000
My Humps - Radio Edit,Joshwa,47,0.842,0.694,129.02,0.0625,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,1mLK8Ivusm8L4LBD04r6Jj,180000
Take Me,Joshwa,46,0.888,0.897,126.999,0.091,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,7pWLqM4gqXzUfxdk87TuX4,180000
Off Limits,Joshwa,45,0.776,0.906,128.034,0.0871,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,4rbprhajs0YAoGNKefuS77,180000
VIP Business,Joshwa,44,0.808,0.872,129.054,0.0901,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,6vSmzEaYNo36DyoNNq0L8M,180000
Miracles,Joshwa,43,0.793,0.931,128.002,0.0612,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,390gklCmVREtgzEVf3L3CU,180000
Kerching (feat. Eliza Legzdina),Joshwa,42,0.832,0.758,129.022,0.063,"['tech house', 'uk tech house']",49,1PzAgFVk9v8cxn9flrqrv5,4UPCyA74KAwwG5rQzwzAvH,180000
DAMN,JOYRYDE,57,0.715,0.962,149.974,0.26,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,3sI0ekqQTE7NxdZhNFqF93,180000
ON FIRE,JOYRYDE,53,0.784,0.91,125.026,0.0823,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,09HjLlsBh3iqLEkOgH4Ac4,180000
AGEN WIDA,JOYRYDE,49,0.784,0.913,126.054,0.177,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,35V6qXUDCvwZdmbKe5PlPG,180000
FOCUS,JOYRYDE,48,0.577,0.933,149.959,0.543,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,2sUkRSkI5BlEvZpQGZSA8I,180000
WINDOWS FT. RICK RO$$,JOYRYDE,47,0.691,0.931,160.158,0.354,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,47pgDM5iCb9PYyXYpOPFyF,180000
IM GONE,JOYRYDE,47,0.663,0.953,125.678,0.249,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,7CEvYqcXhE11M8tBVIpUb0,180000
YUCK,JOYRYDE,46,0.714,0.86,149.985,0.237,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,2ywYb64eCfXm9CQd8AyJuO,180000
THE BOX,JOYRYDE,45,0.788,0.952,126.05,0.215,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,6krePyBjPsnPH5AkHzylJx,180000
SELECTA 19,JOYRYDE,45,0.802,0.833,132.007,0.339,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,25dzSS7COeUuTabQd9iuC7,180000
I WARE HOUSE,JOYRYDE,45,0.658,0.891,125.033,0.199,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",46,24neLwyYRyj4ItaGnFeIT0,3THbCOOsUboMu83Ubd3sSR,180000
Suffocate,Kayzo,62,0.638,0.961,150.065,0.3,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,6wUK8WB3cbNUAAGjNmKy3M,180000
Alone - Sullivan King Remix,Kayzo,31,0.4,0.963,149.966,0.0827,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,359j6KOb72b3lCPjTmDc0M,180000
DOMINATION,Kayzo,54,0.506,0.993,149.987,0.207,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,3Co9QY7WBNKoS44Nsk93r6,180000
Battle Drums,Kayzo,53,0.524,0.966,89.896,0.452,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,30XZElqGTzvdg6clMAMcEp,180000
Wake Up,Kayzo,52,0.624,0.939,160.014,0.071,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,1DegLHuaZdLmOvhUgsNV9I,180000
Last Resort - The Rework,Kayzo,52,0.552,0.962,155.104,0.237,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,7poA10I15kvSUH6m44fQkS,180000
Braincase,Kayzo,51,0.813,0.8,145.03,0.335,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,3AawFHorBGEDdM9ngI8ofa,180000
This Time,Kayzo,50,0.583,0.946,149.921,0.114,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,159xvbYorYT12WDpHe8bD3,180000
Skanka - Kayzo Remix,Kayzo,47,0.786,0.967,140.08,0.0754,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,5KFoCiMq8ucDN1SI5LOMI0,180000
Lifeline,Kayzo,47,0.442,0.958,149.884,0.0848,"['brostep', 'speed house']",51,72iCiKwu6nu6Qq9emIwzYv,2GxBmvhUHMz9nwEcBzpFBK,180000
Sweat,KREAM,60,0.647,0.798,126.028,0.0393,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,5hbJxniiD9BWis6Nsf7HA8,180000
Blur,KREAM,60,0.588,0.936,126.015,0.0468,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,73iwLiAtgpNMu5DeRD7Jph,180000
About You,KREAM,59,0.711,0.82,124.983,0.0477,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,0mSxHkAKB6JR8Y3IX20H3n,180000
I Need A Miracle,KREAM,58,0.576,0.932,126.03,0.0455,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,0Op5b6Wio6U15ohFPJvjmm,180000
What You've Done To Me (feat. Bemendé),KREAM,57,0.7,0.911,123.996,0.056,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,2k9kWgFLCiAeRBTmwlGbAv,180000
New Rules - KREAM Remix,KREAM,56,0.548,0.752,122.008,0.111,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,4NkgQJFG0aDHXyylIGnmJ4,180000
Water (feat. ZOHARA),KREAM,57,0.567,0.738,121.936,0.154,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,6KddlPfPQ0L8MyffEpo63p,180000
Talking Body - KREAM Remix,KREAM,46,0.758,0.755,123.962,0.062,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,7lHnrDBVrr3r904hl5oMb5,180000
Alive (feat. The Moth & The Flame) - KREAM Remix,KREAM,55,0.598,0.885,126.031,0.0373,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,1UoMuntc5aJOQcyOOVLBST,180000
Pressure,KREAM,53,0.643,0.945,124.928,0.0781,['pop dance'],55,0DdDnziut7wOo6cAYWVZC5,4D8Jh26RrDmNTeXL43kXBE,180000
Escape (feat. Hayla),Kaskade,71,0.659,0.798,126.064,0.0749,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",63,6TQj5BFPooTa08A7pk8AQ1,3VpxEo6vMpi4rQ6t2WVVkK,180000
I Remember - John Summit Remix,Kaskade,64,0.531,0.855,126.018,0.0335,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",63,6TQj5BFPooTa08A7pk8AQ1,3zFsJdVCu29em7VUB3Ujqp,180000
Sacrifice,Kaskade,65,0.667,0.956,129.991,0.287,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",63,6TQj5BFPooTa08A7pk8AQ1,76YXmewvHFse7tBeOTtSx3,180000
Escape - John Summit Remix,Kaskade,62,0.631,0.84,125.992,0.0347,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",63,6TQj5BFPooTa08A7pk8AQ1,68lTEhMEx4MxDCJypT6bXE,180000
Alive (feat. The Moth & The Flame),Kaskade,53,0.653,0.886,124.004,0.0685,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",63,6TQj5BFPooTa08A7pk8AQ1,1wbQbpNwQzcrgphXzWcgw7,180000
In the Morning,Kaskade,36,0.711,0.76,122.992,0.0366,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",63,6TQj5BFPooTa08A7pk8AQ1,7v0umDmPFMzmkBT1uWSYIL,180000
